,i,r̄,Mfac,rFac,f1,f2,f3,f4,pa,Sα,phaseAmplitude,t_char,rBLR,FHWM
36630,1,1,1,4,5,4,3,4,5,1,1,1,1,1
30058,5,3,5,3,3,5,3,3,5,5,1,2,3,1
5477,1,3,1,5,5,1,5,5,5,5,1,1,1,1
97363,2,3,5,1,3,3,1,1,2,1,1,2,3,1
137358,3,1,5,4,2,2,1,4,3,4,1,1,1,1
118870,4,3,1,1,5,1,1,4,1,1,1,1,1,1
53186,3,2,2,2,2,5,3,3,3,4,2,1,1,1
107721,4,4,4,5,1,2,4,5,4,1,2,3,3,1
125560,3,3,3,1,4,3,4,1,2,2,2,2,2,1
141459,3,3,4,1,2,5,4,3,3,1,1,2,3,1
22109,5,1,1,3,1,1,5,3,3,5,1,1,1,4
27914,5,3,3,1,3,3,3,3,3,1,1,1,2,1
104851,1,4,1,4,3,3,3,2,4,1,2,1,1,1
101759,1,1,4,4,3,2,4,2,5,3,1,1,1,1
47598,3,3,2,3,3,1,4,5,5,1,1,1,1,1
12782,3,3,1,3,1,5,5,1,1,5,1,1,1,1
56996,5,4,1,4,3,2,2,1,3,3,2,1,1,1
100940,3,3,1,1,5,5,5,5,5,4,1,1,1,1
134941,4,4,1,4,1,1,3,5,2,5,1,1,1,1
122462,5,1,3,1,5,1,2,3,5,4,1,1,1,1
84980,5,2,3,3,2,2,1,4,3,3,1,1,1,1
57375,2,1,4,3,2,2,2,5,3,2,1,1,1,1
65583,5,1,3,2,5,4,2,5,2,1,1,1,1,1
71604,5,4,2,1,3,5,5,2,1,1,2,1,2,1
127590,3,3,2,1,1,5,2,5,5,1,1,1,2,1
81620,4,1,5,4,1,2,5,5,1,1,1,1,1,1
63663,2,3,1,3,3,4,3,3,2,4,1,1,1,1
139576,2,1,3,3,1,1,2,5,1,2,1,1,1,2
130185,4,4,2,2,1,1,2,5,3,4,2,1,1,1
89889,1,4,1,2,3,4,5,2,1,4,2,1,1,1
113535,1,1,3,3,5,3,4,1,3,4,1,1,1,1
46661,2,3,3,4,2,4,5,1,1,2,2,1,2,1
95210,5,4,5,5,2,3,1,4,3,1,1,2,4,1
2845,1,1,3,5,3,3,3,3,3,1,1,1,1,1
96909,5,5,4,4,3,1,1,3,5,2,2,3,4,1
74000,2,4,1,3,1,4,3,2,2,1,1,1,1,1
130981,3,3,5,4,3,5,2,3,2,5,1,2,3,1
74378,3,5,2,1,3,3,1,1,2,3,1,1,2,1
54434,4,4,4,2,5,2,1,3,5,1,1,2,3,1
75647,4,4,3,4,4,2,1,3,1,2,2,2,2,1
110041,3,4,4,5,3,3,4,4,3,5,2,3,3,1
6634,1,3,5,1,3,1,5,5,1,1,1,2,3,1
137027,2,5,3,3,2,2,5,1,5,4,1,2,3,1
68037,5,5,1,1,3,3,2,2,5,5,1,1,1,1
110434,4,4,5,3,1,4,3,1,1,4,2,3,4,1
113310,2,1,2,3,3,2,1,1,4,5,1,1,1,1
26999,5,3,1,3,5,1,3,5,1,5,1,1,1,1
99547,5,1,4,3,4,3,5,2,4,1,1,1,1,1
124303,4,3,5,3,5,1,4,2,2,2,1,2,3,1
96575,2,3,1,5,1,4,5,4,4,2,2,1,1,1
15747,3,3,5,1,5,3,5,1,5,1,1,3,3,1
14621,3,3,3,3,5,3,1,1,1,1,1,1,2,1
142416,4,2,5,1,4,3,1,1,5,2,1,1,2,1
68467,5,4,3,5,4,1,3,3,2,5,2,2,2,1
90846,2,4,3,2,4,2,2,5,2,2,2,2,2,1
25449,5,1,5,3,5,1,3,3,5,3,1,1,1,5
70813,3,2,4,1,5,5,3,3,1,2,1,1,1,1
100111,3,2,5,3,4,3,5,5,3,3,2,2,2,1
47742,2,2,2,5,4,2,4,5,2,5,1,1,1,1
87499,3,3,4,3,4,3,4,5,4,2,2,2,2,1
121881,5,4,5,3,1,2,5,4,4,1,2,4,4,1
4133,1,1,5,5,1,1,3,1,3,1,1,1,1,1
28125,5,3,3,1,5,5,1,3,5,1,1,1,2,1
60746,3,5,5,2,3,1,4,1,2,4,2,4,5,1
130175,5,4,4,5,1,1,4,2,5,3,1,3,3,1
85949,3,4,1,2,2,2,4,4,5,4,2,1,1,1
110717,1,2,1,1,2,4,1,1,2,3,1,1,1,1
52623,5,4,5,2,5,1,1,5,4,1,2,2,3,1
96674,5,2,4,4,3,4,1,4,2,1,1,1,2,1
114616,2,1,1,2,3,4,2,4,1,4,1,1,1,1
114073,2,5,4,5,5,2,2,4,2,1,1,3,4,1
28099,5,3,3,1,5,3,5,1,3,1,1,1,2,1
72888,5,2,5,3,1,3,3,2,4,3,2,2,2,1
123127,4,3,4,5,1,3,3,2,2,4,2,3,3,1
33130,5,5,3,3,3,3,3,3,5,1,2,2,3,1
105776,5,4,4,3,2,2,2,1,2,1,1,2,3,1
114960,1,3,5,1,2,4,5,3,5,5,2,2,3,1
55520,5,4,5,2,2,4,1,1,3,1,2,2,3,1
118002,1,1,2,2,5,1,2,4,4,1,1,1,1,1
14940,3,3,3,5,3,1,3,1,1,3,1,2,2,1
114463,1,1,1,2,4,1,3,3,5,2,1,1,1,1
32892,5,5,3,3,1,1,3,1,5,3,3,2,3,1
89815,2,2,3,3,4,3,2,2,4,1,1,1,1,1
36018,5,2,5,3,1,4,3,1,3,2,1,1,2,1
16660,3,3,5,5,3,5,5,3,3,5,1,3,3,1
123090,2,1,2,2,5,2,2,2,3,1,1,1,1,1
53574,1,1,4,4,3,5,1,4,1,3,1,1,1,1
129180,4,4,1,3,4,2,3,2,1,5,2,1,1,1
114273,5,3,3,2,2,3,3,4,4,3,2,2,2,1
85968,4,3,2,1,5,3,2,4,4,5,1,1,1,1
21599,5,1,1,1,1,3,1,1,3,5,1,1,1,4
44894,1,5,1,4,4,4,1,3,3,5,1,1,1,1
74112,3,3,4,5,4,3,4,4,4,4,2,2,2,1
129149,4,3,5,5,1,5,2,4,1,2,2,2,2,1
51789,1,5,2,1,2,1,5,3,4,2,2,2,2,1
82398,4,1,1,5,1,3,3,5,3,5,1,1,1,3
88230,3,1,5,3,2,4,5,4,5,1,1,1,1,1
80231,5,3,1,1,3,2,4,5,4,2,2,1,1,1
15267,3,3,3,5,5,5,3,5,5,3,2,1,2,1
130322,1,1,5,2,3,5,1,4,3,1,1,1,1,1
5743,1,3,3,1,3,5,1,3,3,3,1,1,2,1
47209,4,1,3,4,5,1,2,1,4,4,1,1,1,1
113113,4,1,3,2,4,4,2,4,1,1,1,1,1,2
132521,2,4,1,2,5,4,5,2,5,4,2,1,1,1
25792,5,1,5,5,3,1,5,1,5,3,1,1,1,5
58246,4,1,5,3,2,3,4,3,3,2,1,1,1,1
61136,5,1,2,2,4,3,2,1,3,3,1,1,1,1
114636,2,2,5,4,1,2,2,2,4,3,1,1,1,1
142048,3,3,4,4,2,3,4,2,2,2,1,2,2,1
11102,3,1,5,3,1,1,5,1,5,3,1,1,1,5
22793,5,1,1,5,3,3,1,3,1,5,1,1,1,3
125484,5,2,3,2,1,1,3,4,4,2,1,1,1,1
130281,3,5,2,5,2,5,3,4,5,2,2,1,2,1
139910,1,3,4,2,4,2,4,4,1,3,2,1,2,1
110541,3,5,4,2,5,4,3,1,2,4,1,3,4,1
52378,5,2,2,3,5,1,3,4,4,1,1,1,1,1
13727,3,3,3,1,1,1,3,5,3,5,2,2,2,1
59360,3,5,5,5,3,5,2,2,1,4,3,4,5,1
122763,1,1,1,3,3,1,1,3,3,3,1,1,1,1
52190,4,4,5,3,4,3,3,2,3,3,1,3,4,1
34863,5,5,5,3,5,3,3,1,5,5,2,4,5,1
51922,2,5,5,4,4,4,5,3,1,3,3,3,4,1
57932,3,1,2,5,1,5,4,5,5,1,1,1,1,1
9211,3,1,3,1,3,3,3,5,5,5,1,1,1,3
22495,5,1,1,3,5,3,3,5,5,3,1,1,1,5
72144,5,3,3,2,1,1,1,3,3,4,1,2,2,1
14553,3,3,3,3,3,5,5,3,1,1,1,2,2,1
120675,5,5,5,5,5,5,5,3,3,1,3,4,5,1
11681,3,1,5,5,1,3,3,5,5,3,1,1,1,5
67852,2,1,1,1,5,1,4,4,1,2,1,1,1,1
130027,3,4,2,4,5,5,5,5,4,2,2,1,1,1
27609,5,3,1,5,5,5,1,3,5,1,1,1,1,1
140405,3,3,5,2,2,2,5,1,2,5,2,3,3,1
112845,4,1,5,1,4,2,1,2,5,1,1,1,1,1
1196,1,1,1,5,3,1,1,1,1,5,1,1,1,1
134020,3,5,3,4,1,2,4,4,4,5,3,2,3,1
34993,5,5,5,5,1,1,5,3,1,1,2,4,5,1
92816,1,1,5,2,3,3,3,5,1,1,1,1,1,1
33396,5,5,3,5,1,1,3,1,3,3,3,2,3,1
32062,5,5,1,5,3,3,1,3,5,3,2,1,1,1
82449,4,4,3,2,3,2,3,3,2,4,2,2,2,1
115826,5,4,5,3,4,1,3,2,3,4,2,3,4,1
141719,2,5,2,1,1,3,4,4,3,3,3,2,2,1
38709,5,4,4,2,3,1,5,2,1,2,2,3,3,1
58496,4,2,3,4,5,3,5,2,1,4,1,1,1,1
107993,3,1,4,4,1,2,2,4,1,1,1,1,1,1
113760,4,5,5,4,1,4,5,2,5,1,2,4,4,1
48518,5,2,2,4,2,3,5,2,4,3,1,1,1,1
119088,3,5,5,3,1,3,5,2,3,5,2,3,4,1
130602,4,5,3,3,2,4,2,5,4,5,3,3,3,1
46509,1,2,5,2,2,3,1,4,4,2,1,1,2,1
39833,5,2,2,3,5,1,1,2,5,2,1,1,1,1
59718,3,3,2,4,3,1,5,5,1,2,2,2,2,1
81266,4,2,5,1,2,2,5,4,4,2,1,2,2,1
111291,1,1,4,4,2,2,1,3,1,2,1,1,1,1
40652,2,5,3,5,3,1,2,5,4,4,3,2,2,1
71026,5,4,5,1,4,1,5,3,2,2,1,3,3,1
116230,3,4,5,5,4,1,2,1,2,4,2,3,3,1
72006,2,3,2,2,3,2,3,2,4,5,1,1,1,1
97215,1,1,2,3,2,3,3,3,1,1,1,1,1,1
37174,3,2,1,4,5,2,4,1,4,5,1,1,1,1
55582,2,5,4,4,2,1,2,1,1,3,3,3,3,1
33563,5,5,3,5,3,1,1,3,3,5,2,2,3,1
57263,5,5,3,5,3,4,2,4,4,1,2,2,2,1
87114,1,3,4,4,4,5,3,2,3,5,1,2,2,1
660,1,1,1,3,1,5,5,1,3,5,1,1,1,1
70428,4,5,4,5,5,5,4,2,3,2,2,3,3,1
130917,3,3,1,3,2,4,2,5,1,1,2,1,1,1
119462,3,4,1,2,2,4,5,1,2,1,1,1,1,1
11544,3,1,5,3,5,5,1,3,1,3,1,1,1,5
62265,4,1,5,2,5,5,3,1,4,3,1,1,1,1
105920,4,2,5,5,2,1,1,5,2,3,1,1,2,1
30620,5,3,5,5,5,1,1,5,3,1,1,2,3,1
29248,5,3,5,1,1,1,5,3,3,5,1,2,3,1
95209,3,2,4,3,3,4,3,3,5,5,1,1,1,1
17560,3,5,1,3,3,1,3,1,3,5,2,1,1,1
77405,2,3,3,1,4,2,5,2,5,1,1,2,2,1
102303,1,4,2,3,5,3,3,2,3,2,2,1,2,1
27653,5,3,1,5,5,5,5,5,3,3,1,1,1,1
36189,2,2,2,4,2,4,2,1,5,1,1,1,1,1
64965,3,1,3,1,3,3,4,2,2,5,1,1,1,1
30677,5,3,5,5,5,3,1,3,5,3,1,2,3,1
3978,1,1,5,3,5,1,3,3,1,5,1,1,1,1
136052,2,1,3,4,5,5,5,1,4,4,1,1,1,1
13267,3,3,1,5,1,3,5,3,3,1,1,1,1,1
54713,1,5,1,5,4,1,2,3,2,4,1,1,1,1
2418,1,1,3,3,5,1,1,3,3,5,1,1,1,1
86983,4,3,5,1,5,1,3,2,4,1,1,2,2,1
113048,4,5,4,4,2,3,4,4,1,2,3,4,4,1
139135,3,3,5,1,3,5,4,2,4,3,1,3,3,1
136400,3,3,2,5,2,5,5,5,2,3,2,1,2,1
105070,2,4,2,2,2,1,3,1,3,5,2,1,1,1
98139,3,2,1,3,1,1,1,4,3,3,1,1,1,1
37141,3,2,4,1,2,1,3,4,1,4,1,1,1,1
81061,5,3,3,4,4,4,1,3,3,3,2,1,2,1
80440,5,4,3,3,4,2,2,3,5,5,1,2,3,1
114763,4,3,4,4,5,2,3,4,1,2,1,2,2,1
126271,2,2,2,2,4,4,5,3,3,1,1,1,1,1
125822,3,2,2,2,4,1,3,2,5,4,1,1,1,1
106564,4,5,3,4,5,2,3,1,1,4,3,2,3,1
4794,1,3,1,1,3,1,3,5,1,5,1,1,1,1
13241,3,3,1,5,1,3,3,1,3,1,1,1,1,1
27465,5,3,1,5,3,5,5,1,3,5,1,1,1,1
54981,3,4,4,2,4,4,1,4,5,3,1,2,3,1
43669,2,2,1,4,3,3,1,1,5,4,1,1,1,1
98719,1,2,4,5,5,4,1,1,1,4,1,1,2,1
35811,4,1,5,5,1,1,3,2,1,4,1,1,1,1
24790,5,1,5,1,3,1,5,1,3,1,1,1,1,3
134076,4,5,2,2,5,2,2,1,4,1,2,1,2,1
11328,3,1,5,3,3,3,3,3,1,1,1,1,1,3
47824,5,3,5,5,2,5,3,4,5,5,1,2,3,1
134519,3,5,4,5,5,1,5,3,2,3,1,3,4,1
58704,3,3,3,1,3,2,4,1,4,5,2,2,2,1
36591,4,2,5,2,2,5,4,4,1,4,1,2,2,1
64663,5,5,2,3,4,4,4,4,2,1,1,2,2,1
53148,5,3,3,4,3,3,5,3,4,4,2,1,2,1
94050,2,3,4,2,5,3,2,4,1,3,2,2,2,1
11494,3,1,5,3,5,3,1,3,5,3,1,1,1,5
97674,4,3,4,1,2,3,4,2,5,2,1,2,3,1
132420,5,2,3,4,3,1,4,4,4,2,1,1,1,1
44901,2,4,1,3,5,3,3,4,4,3,3,1,1,1
119427,2,5,2,2,5,4,3,5,3,1,1,2,2,1
68350,3,5,2,4,3,2,2,2,4,3,3,1,2,1
104006,3,1,2,2,2,3,5,1,3,3,1,1,1,1
13505,3,3,1,5,3,5,3,5,5,3,2,1,1,1
19363,3,5,3,3,5,3,3,1,5,5,2,2,3,1
32196,5,5,1,5,5,1,3,3,1,3,2,1,1,1
35184,5,5,5,5,3,1,5,5,1,5,2,4,5,1
63354,2,3,3,5,1,5,4,1,2,1,1,1,2,1
11987,3,1,5,5,5,1,5,3,5,3,1,1,1,5
29092,5,3,3,5,5,1,5,5,5,5,1,1,2,1
70714,2,1,2,3,3,5,5,3,1,4,1,1,1,1
115646,2,3,2,3,4,4,3,3,5,3,1,1,1,1
7945,3,1,1,3,1,1,3,3,3,5,1,1,1,3
28980,5,3,3,5,3,3,5,5,1,1,1,1,2,1
24440,5,1,3,5,5,1,3,5,3,5,1,1,1,3
69225,4,4,2,2,3,1,5,2,2,2,1,2,2,1
77291,3,5,4,4,4,3,5,4,4,1,3,4,4,1
28963,5,3,3,5,3,3,3,5,3,5,1,1,2,1
37622,3,2,5,1,1,4,3,3,4,5,2,2,2,1
46300,3,4,4,5,4,1,5,3,2,5,2,3,3,1
47633,3,2,1,2,1,2,5,1,5,1,1,1,1,1
137981,2,5,5,1,4,5,2,5,1,2,3,3,5,1
34059,5,5,5,1,1,5,3,3,5,3,2,4,5,1
16426,3,3,5,5,1,3,3,5,5,1,2,3,3,1
51424,3,3,1,4,1,3,2,1,5,2,1,1,1,1
11573,3,1,5,3,5,5,5,1,5,3,1,1,1,5
116419,2,4,4,1,5,5,5,3,4,4,2,2,3,1
38172,4,5,4,5,3,1,3,1,2,5,2,3,3,1
27135,5,3,1,3,5,5,5,5,3,5,1,1,1,1
139473,2,4,1,3,5,4,5,2,4,2,2,1,1,1
74245,2,2,5,1,1,1,2,2,5,1,1,1,2,1
81881,5,3,2,4,1,1,3,1,5,3,1,1,1,1
86507,4,2,1,3,3,4,1,1,4,2,1,1,1,1
73589,4,4,4,2,1,1,3,3,2,4,1,2,3,1
114156,1,2,4,4,1,1,3,2,3,5,1,1,2,1
76194,2,2,4,4,1,3,5,3,4,1,2,1,2,1
103501,5,2,3,3,3,4,1,1,3,5,1,1,1,1
94270,2,1,5,3,4,5,2,3,5,4,1,1,1,2
61640,2,4,3,5,4,1,1,4,5,5,1,2,2,1
23158,5,1,3,1,1,3,3,3,5,5,1,1,1,2
119081,5,5,3,3,5,4,4,2,5,1,1,2,3,1
39307,4,3,5,5,1,2,5,2,1,2,2,2,3,1
35104,5,5,5,5,1,5,3,5,3,1,2,4,5,1
77903,1,2,3,3,5,3,1,4,3,1,1,1,1,1
80182,5,1,1,3,5,5,5,4,2,4,1,1,1,1
19563,3,5,3,5,1,5,1,3,3,5,1,2,3,1
134456,2,5,1,5,4,1,4,4,5,5,2,1,1,1
136869,5,3,3,2,1,5,3,3,3,1,1,1,2,1
13634,3,3,1,5,5,3,5,5,1,3,2,1,1,1
78692,1,2,2,1,2,3,1,5,5,1,1,1,1,1
95104,5,5,4,1,2,1,4,1,3,1,2,3,4,1
98148,3,1,3,4,3,2,4,1,3,3,1,1,1,1
106509,2,5,4,4,4,2,1,2,2,3,1,3,4,1
24896,5,1,5,1,3,5,3,5,3,3,1,1,1,3
3190,1,1,5,1,1,3,3,5,1,5,1,1,1,1
104741,1,2,2,5,3,1,5,4,5,1,1,1,1,1
68873,2,3,4,1,1,2,1,1,2,3,2,2,2,1
138872,3,5,3,3,2,3,3,4,4,3,3,2,3,1
32295,5,5,1,5,5,5,1,5,5,1,2,1,1,1
44441,4,2,5,4,1,1,4,3,1,5,1,2,2,1
76873,3,3,3,1,4,2,1,2,1,4,2,2,2,1
120105,3,1,5,2,2,3,3,3,1,1,1,1,1,1
104844,3,3,1,2,3,5,2,2,5,4,1,1,1,1
44683,5,4,5,1,2,3,1,2,4,3,2,2,3,1
8621,3,1,1,5,3,1,1,5,3,5,1,1,1,3
125528,2,4,2,5,1,5,4,2,2,2,2,1,1,1
34572,5,5,5,3,1,5,3,3,1,3,3,4,5,1
77836,3,2,4,5,1,4,5,3,1,5,1,1,2,1
45117,3,4,5,3,1,3,5,3,4,3,2,3,4,1
93238,5,1,1,2,4,2,5,3,2,5,1,1,1,1
137774,5,2,4,3,4,3,1,5,1,4,1,1,2,1
82497,2,5,1,3,1,1,1,1,1,5,3,1,1,1
40698,2,4,5,5,3,4,2,1,2,1,2,3,3,1
141478,3,2,3,3,4,1,1,4,3,1,1,1,1,1
137491,5,5,1,2,1,4,1,1,1,5,3,1,1,1
135978,1,2,1,3,3,3,2,1,4,5,1,1,1,1
2650,1,1,3,5,1,3,1,1,1,1,1,1,1,1
125377,5,5,2,5,2,4,2,1,1,4,3,1,2,1
51422,4,4,5,3,4,1,2,5,4,1,2,3,4,1
119357,5,4,5,3,1,1,4,1,3,1,2,3,3,1
22616,5,1,1,5,1,1,5,5,1,3,1,1,1,5
71056,2,5,4,1,5,3,2,5,5,5,1,2,3,1
59304,3,1,4,1,5,3,4,3,4,3,1,1,1,2
45747,3,2,1,5,2,4,5,3,4,2,1,1,1,1
44244,1,1,2,4,4,5,3,1,3,2,1,1,1,1
40177,5,5,4,5,5,3,1,3,5,5,1,2,3,1
56184,5,1,3,1,4,2,2,5,3,4,1,1,1,2
96040,5,2,5,2,4,4,4,2,1,4,2,2,2,1
127849,5,5,3,1,5,4,2,2,3,2,3,2,3,1
115992,1,2,4,2,4,2,5,4,3,5,1,1,1,1
104379,4,5,5,5,2,1,1,3,3,4,3,3,5,1
68497,2,4,2,3,3,4,1,1,1,3,2,1,1,1
124439,3,1,3,1,2,4,2,4,2,1,1,1,1,2
88859,4,3,2,2,2,3,5,4,4,1,1,2,2,1
77121,1,1,2,3,2,2,2,3,2,5,1,1,1,1
74351,5,2,1,2,5,3,4,1,3,5,1,1,1,1
64881,4,1,3,1,3,3,2,2,3,5,1,1,1,1
81135,5,2,4,5,2,4,2,1,1,1,1,1,2,1
29722,5,3,5,1,5,5,5,1,3,1,1,2,3,1
6699,1,3,5,1,3,5,3,3,3,5,1,2,3,1
22237,5,1,1,3,3,1,1,5,5,3,1,1,1,5
50944,3,5,4,4,4,3,5,2,3,2,2,3,4,1
12109,3,1,5,5,5,5,5,5,1,5,1,1,1,3
13704,3,3,3,1,1,1,1,3,5,3,2,1,2,1
43965,3,2,5,3,5,2,4,1,5,3,1,2,2,1
23570,5,1,3,1,5,5,3,5,1,3,1,1,1,3
107772,2,1,3,1,3,3,2,4,3,5,1,1,1,1
98931,5,5,5,5,4,3,5,3,4,3,2,3,4,1
58467,5,2,4,2,2,3,2,5,1,5,1,2,2,1
5952,1,3,3,3,1,3,1,5,5,3,1,1,2,1
103068,4,1,2,5,4,2,3,3,4,5,1,1,1,1
119511,2,3,2,5,3,1,4,4,3,2,2,1,1,1
67603,5,1,1,4,3,4,5,3,5,1,1,1,1,1
107199,5,3,2,2,1,2,1,2,2,3,1,1,1,1
38387,4,5,5,1,5,5,4,2,3,5,2,4,5,1
56183,1,2,2,5,1,4,2,2,4,5,1,1,1,1
140177,3,2,2,4,2,3,5,3,5,3,1,1,1,1
63055,2,5,1,2,2,1,1,5,3,1,2,1,1,1
42918,1,1,3,4,5,3,5,1,4,3,1,1,1,1
37519,3,4,2,3,1,5,3,1,3,2,1,2,2,1
18620,3,5,3,1,3,1,5,3,3,1,2,3,3,1
64628,1,4,3,2,3,2,5,5,2,5,1,2,2,1
4955,1,3,1,1,5,3,5,5,5,3,1,1,1,1
19779,3,5,3,5,3,5,5,3,5,5,2,3,3,1
47527,5,5,3,4,2,2,1,1,2,4,1,2,2,1
658,1,1,1,3,1,5,5,1,1,3,1,1,1,1
81425,3,1,3,3,4,4,3,3,3,2,1,1,1,1
119319,3,2,1,2,1,5,2,1,5,2,1,1,1,1
18448,3,5,3,1,1,1,5,3,1,1,2,2,3,1
98882,2,2,4,4,2,1,4,2,1,1,1,1,2,1
103709,1,1,3,2,4,3,4,2,4,3,1,1,1,1
47737,1,4,1,1,5,2,1,3,3,4,2,1,1,1
89200,3,5,3,3,2,5,1,1,3,4,3,2,3,1
50364,5,4,1,4,2,5,5,4,3,2,1,1,1,1
64742,4,2,5,2,5,2,2,2,4,3,1,1,2,1
57641,5,4,2,1,4,3,2,1,3,4,1,1,1,1
27215,5,3,1,5,1,3,3,3,1,1,1,1,1,1
10194,3,1,3,5,3,1,3,1,5,3,1,1,1,5
99806,1,3,3,5,2,5,3,3,4,4,2,1,2,1
60805,3,4,3,4,5,2,2,2,3,1,1,2,3,1
81667,4,4,2,1,3,2,1,5,2,2,2,1,1,1
47686,3,3,2,3,4,2,4,2,2,2,2,1,1,1
139500,4,5,5,4,1,2,3,3,3,1,2,4,4,1
23867,5,1,3,3,3,5,1,1,5,1,1,1,1,3
26578,5,3,1,1,5,5,3,5,3,5,1,1,1,1
22382,5,1,1,3,3,5,5,3,1,3,1,1,1,5
81758,3,4,1,4,1,4,1,2,1,2,3,1,1,1
35026,5,5,5,5,1,3,1,5,5,1,2,4,5,1
135403,3,2,1,5,3,3,4,4,3,1,2,1,1,1
3533,1,1,5,1,5,3,3,3,3,3,1,1,1,1
111965,4,5,1,3,3,3,3,4,4,5,3,1,1,1
108192,1,2,5,1,2,2,4,4,2,4,1,1,2,1
27823,5,3,3,1,1,5,5,5,3,5,1,1,2,1
51286,5,5,4,4,4,1,1,2,2,5,1,2,3,1
101997,4,3,2,3,4,3,4,5,4,1,2,1,1,1
121197,5,4,2,2,1,1,4,1,2,2,2,2,2,1
83158,2,1,2,5,5,1,4,4,3,4,1,1,1,1
103036,4,2,2,5,5,2,1,4,3,3,1,1,1,1
66192,3,5,5,1,1,1,3,1,5,2,1,4,5,1
97179,4,4,2,4,2,2,5,4,1,4,3,1,1,1
58754,3,4,1,4,5,1,5,2,5,4,2,1,1,1
113650,4,1,4,4,5,1,1,2,5,2,1,1,1,2
30763,5,3,5,5,5,5,5,1,3,5,1,2,3,1
60296,1,3,2,4,3,3,2,4,2,2,1,1,1,1
130280,4,2,2,4,2,5,1,3,5,2,1,1,1,1
48110,3,2,1,5,1,2,5,4,3,3,1,1,1,1
13694,3,3,1,5,5,5,5,5,3,3,2,1,1,1
33261,5,5,3,3,5,1,5,1,5,5,2,2,3,1
44588,4,2,1,3,5,2,4,1,2,2,1,1,1,1
102159,1,4,1,1,3,3,5,3,4,5,2,1,1,1
8483,3,1,1,5,1,1,5,5,1,1,1,1,1,3
135689,4,3,5,4,2,3,5,2,1,5,2,3,3,1
97506,4,1,1,3,1,4,1,2,5,5,1,1,1,1
23210,5,1,3,1,1,5,3,3,3,1,1,1,1,3
45570,2,1,4,1,1,4,5,3,5,1,1,1,1,1
32565,5,5,3,1,3,1,5,1,3,5,2,2,3,1
138558,2,1,4,2,5,2,4,4,3,5,1,1,1,1
130211,2,1,5,3,2,5,1,5,1,3,1,1,1,1
99931,3,2,1,4,2,2,3,4,4,5,1,1,1,1
69731,5,2,4,3,5,2,2,1,5,2,1,1,2,1
22607,5,1,1,5,1,1,5,3,1,3,1,1,1,5
41169,4,4,3,2,3,3,1,1,3,1,2,2,2,1
21829,5,1,1,1,3,3,5,3,5,5,1,1,1,3
2107,1,1,3,3,1,3,1,1,1,5,1,1,1,1
114059,4,1,2,4,5,4,4,2,1,3,1,1,1,1
60316,5,2,1,4,5,2,4,5,5,4,1,1,1,1
54915,2,3,2,2,3,1,5,5,3,3,2,1,1,1
135039,3,3,2,5,4,4,2,1,3,4,2,1,1,1
91610,5,4,4,2,1,5,2,1,3,3,1,2,3,1
139567,4,4,3,5,5,5,3,5,1,2,2,2,2,1
128912,4,3,3,4,3,4,1,5,1,4,2,1,2,1
133739,3,4,5,5,1,3,5,1,5,4,2,3,4,1
87498,5,2,5,4,3,4,2,5,2,2,1,1,2,1
40425,2,1,2,2,5,1,5,4,1,4,1,1,1,1
79101,5,2,1,1,1,1,2,5,5,5,1,1,1,1
21207,3,5,5,5,3,1,1,3,3,3,2,4,5,1
117708,3,3,2,1,1,5,2,4,1,1,2,1,1,1
56207,5,4,5,5,3,4,3,1,3,2,1,3,4,1
38892,2,2,2,3,5,1,5,1,4,2,1,1,1,1
124401,5,3,2,2,5,2,5,1,4,5,1,1,1,1
102533,4,5,2,5,3,4,4,1,4,1,2,2,2,1
134364,2,2,4,4,5,3,1,5,3,4,1,1,2,1
7958,3,1,1,3,1,1,5,1,3,5,1,1,1,3
24098,5,1,3,5,1,1,1,3,1,1,1,1,1,4
90335,1,1,2,3,1,4,5,3,5,4,1,1,1,1
58620,5,3,4,5,1,4,4,4,5,5,1,2,2,1
129779,2,3,3,3,3,3,4,4,5,4,1,1,2,1
71050,5,4,4,5,3,3,1,3,5,3,1,2,3,1
100906,4,3,3,1,1,4,4,1,4,4,1,1,2,1
71689,4,3,3,5,3,4,3,4,4,3,2,1,2,1
23280,5,1,3,1,3,1,5,1,1,1,1,1,1,3
47202,2,4,1,3,4,3,3,2,5,1,1,1,1,1
50000,2,2,2,4,2,3,4,1,5,5,1,1,1,1
9107,3,1,3,1,1,5,5,3,3,5,1,1,1,2
125538,4,3,3,2,5,2,3,3,3,3,1,2,2,1
71154,2,5,5,2,1,1,1,5,5,1,1,3,4,1
126612,2,4,4,2,4,1,3,2,5,1,1,2,3,1
119929,4,2,4,5,1,1,1,4,2,2,1,1,1,1
84941,2,1,5,2,3,2,3,4,1,1,1,1,1,1
114346,4,3,1,3,3,2,2,2,2,5,1,1,1,1
82519,1,1,2,1,1,3,2,2,3,5,1,1,1,1
52613,4,5,2,1,1,5,4,1,1,5,2,2,2,1
53053,4,4,2,4,4,1,4,2,4,5,3,2,2,1
50144,1,2,3,1,2,3,4,4,1,3,2,1,1,1
24899,5,1,5,1,3,5,5,1,1,1,1,1,1,3
31863,5,5,1,5,1,1,5,1,3,1,2,1,1,1
80997,5,3,4,5,2,1,5,3,3,3,1,2,2,1
75626,1,5,5,3,3,3,3,3,5,2,2,3,5,1
